record_id,date,mandi_id,district,crop_name,min_price,max_price,modal_price,msp,source_file,row_index_raw,mandi_id_raw,mandi_id_status,crop_name_raw,min_price_raw,min_price_status,max_price_raw,max_price_status,modal_price_raw,modal_price_status,msp_raw,msp_status,missing_mandi_id,missing_district
PR008454,03-01-2026,MANDI020,Amritsar,REQUIRES_INVESTIGATION,5176.0,5909.52,5542.637807226309,5650.0,track3_price_and_msp.json,6478,MANDI020,normalized,Sarson,"INR 5,176",resolved,5909.52,resolved,5542.637807226309,resolved,5650,resolved,0,0
PR005827,06-25-2026,MANDI005,Ludhiana,Mustard,4990.0,,5592.56,5650.0,track3_price_and_msp.json,6479,MANDI005,normalized,सरसों,"INR 4,990",resolved,"Rs. 6,195",invalid_numeric,5592.56,resolved,5650,resolved,0,0
PR004133,16-Jan-2026,MANDI010,Hisar,Sugarcane,3310.44,3791.1539551219407,3550.8,,track3_price_and_msp.json,6480,MANDI010,normalized,Sugarcane,3310.44,resolved,3791.1539551219407,resolved,"₹3,550.80",resolved,,empty,0,0
PR003632,2026-06-08,MANDI017,Amritsar,Mustard,5724.03,6420.75,6072.0,5650.0,track3_price_and_msp.json,6481,MANDI017,normalized,Mustard,"₹5,724.03",resolved,"6,420.75/-",resolved,"INR 6,072",resolved,5650,resolved,0,0
PR011856,30.04.2026,MANDI032,Ludhiana,Cotton,6424.35,,6657.38,6620.0,track3_price_and_msp.json,6482,MANDI032,normalized,कपास,6424.35,resolved,"Rs. 6,890",invalid_numeric,6657.38,resolved,"INR 6,620",resolved,0,0
PR005683,2026-08-25,MANDI015,,REQUIRES_INVESTIGATION,2024.3566079023592,2374.91,2199.63,2183.0,track3_price_and_msp.json,6483,MANDI015,normalized,Chawal,2024.3566079023592,resolved,"₹2,374.91",resolved,2199.63,resolved,2183,resolved,0,1
PR007276,16/05/2026,MANDI033,Hisar,REQUIRES_INVESTIGATION,1906.12,2374.16,2140.136901733467,,track3_price_and_msp.json,6484,MANDI033,normalized,Dhaan,"₹1,906.12",resolved,2374.16,resolved,2140.136901733467,resolved,,empty,0,0
PR011733,02-22-2026,MANDI011,,REQUIRES_INVESTIGATION,3273.88,3510.47,3392.18,,track3_price_and_msp.json,6485,mandi011,normalized,Ganna,3273.88,resolved,"₹3,510.47",resolved,"₹3,392.18",resolved,,empty,0,1
PR007747,12-Jan-2026,MANDI052,Patiala,Wheat,2354.052697834721,2758.71,2556.38,2275.0,track3_price_and_msp.json,6486,MANDI-052,normalized,गेहूं,2354.052697834721,resolved,"₹2,758.71",resolved,"2,556.38/-",resolved,"INR 2,275",resolved,0,0
PR004461,2026-05-07,MANDI025,Ambala,Sugarcane,3271.0,3973.0,3622.25,,track3_price_and_msp.json,6487,MANDI025,normalized,गन्ना,"INR 3,271",resolved,"INR 3,973",resolved,3622.25,resolved,,empty,0,0
PR004209,2026/08/09,MANDI021,Moga,Wheat,2054.0,2350.1,2201.94,2275.0,track3_price_and_msp.json,6488,MANDI-021,normalized,wheat,"INR 2,054",resolved,"₹2,350.10",resolved,"₹2,201.94",resolved,2275,resolved,0,0
PR004004,07.04.2026,MANDI053,,Wheat,2101.67,2427.43,2264.55,,track3_price_and_msp.json,6489,MANDI053,normalized,wheat,"₹2,101.67",resolved,"2,427.43/-",resolved,2264.55,resolved,"Rs. 2,275",invalid_numeric,0,1
PR002358,2026-01-17,MANDI053,Ferozepur,Corn,,2313.09,2244.0,2090.0,track3_price_and_msp.json,6490,M053,normalized,Corn,"Rs. 2,175",invalid_numeric,2313.09,resolved,"INR 2,244",resolved,2090,resolved,0,0
PR009588,18-Jul-2026,MANDI052,Moga,Sugarcane,,3825.0,3540.85,3500.0,track3_price_and_msp.json,6491,MANDI052,normalized,sugarcane,"Rs. 3,257",invalid_numeric,"INR 3,825",resolved,"₹3,540.85",resolved,3500,resolved,0,0
PR000948,28/04/2026,MANDI048,Kurukshetra,REQUIRES_INVESTIGATION,1812.05,2201.227624777099,,,track3_price_and_msp.json,6492,MANDI-048,normalized,Maize,"1,812.05/-",resolved,2201.227624777099,resolved,"Rs. 2,007",invalid_numeric,,empty,0,0
PR005482,19/06/2026,MANDI036,Patiala,Corn,2193.3,2469.85,2331.57,2090.0,track3_price_and_msp.json,6493,M036,normalized,Corn,2193.3,resolved,2469.85,resolved,2331.57,resolved,2090,resolved,0,0
PR008062,24-Jul-2026,MANDI026,Jalandhar,Wheat,1953.0,,2103.39,2275.0,track3_price_and_msp.json,6494,MANDI-026,normalized,wheat,"INR 1,953",resolved,"Rs. 2,253",invalid_numeric,"2,103.39/-",resolved,"2,275.00/-",resolved,0,0
PR004248,04.05.2026,MANDI009,Patiala,Corn,2140.0,2453.0,2296.4305183873703,2090.0,track3_price_and_msp.json,6495,009,normalized,Makki,"INR 2,140",resolved,"INR 2,453",resolved,2296.4305183873703,resolved,"₹2,090.00",resolved,0,0
PR011865,23/03/2026,MANDI033,,Corn,,2695.36,2436.6338122633215,2090.0,track3_price_and_msp.json,6496,MANDI-033,normalized,Makka,"Rs. 2,178",invalid_numeric,2695.36,resolved,2436.6338122633215,resolved,2090,resolved,0,1
PR008421,15/06/2026,MANDI051,Ambala,Paddy,1916.53,2076.477322711451,1996.5044785676992,2183.0,track3_price_and_msp.json,6497,mandi_051,normalized,Paddy,"1,916.53/-",resolved,2076.477322711451,resolved,1996.5044785676992,resolved,2183,resolved,0,0
PR011606,07-Mar-2026,,Ferozepur,Corn,2024.0,2214.8385472679033,2120.0,2090.0,track3_price_and_msp.json,6498,,missing,Makki,"INR 2,024",resolved,2214.8385472679033,resolved,"INR 2,120",resolved,2090,resolved,1,0
PR007852,04/09/2026,MANDI006,Amritsar,REQUIRES_INVESTIGATION,2226.064661410877,2395.65,2311.0,,track3_price_and_msp.json,6499,MANDI006,normalized,Chawal,2226.064661410877,resolved,"₹2,395.65",resolved,"INR 2,311",resolved,"Rs. 2,183",invalid_numeric,0,0
PR004337,2026/05/30,,Karnal,Mustard,,6391.208073571549,,,track3_price_and_msp.json,6500,,missing,mustard,,empty,6391.208073571549,resolved,,empty,,empty,1,0
PR001073,03-Feb-2026,MANDI029,Fatehabad,Sugarcane,3584.81,4379.0,3982.0,,track3_price_and_msp.json,6501,MANDI-029,normalized,Ganne,3584.81,resolved,"INR 4,379",resolved,"INR 3,982",resolved,"Rs. 3,500",invalid_numeric,0,0
PR009899,06/08/2026,MANDI031,Jalandhar,Cotton,,6235.78,,6620.0,track3_price_and_msp.json,6502,M031,normalized,Cotton,,empty,"6,235.78/-",resolved,,empty,"6,620.00/-",resolved,0,0
PR004879,10.06.2026,MANDI014,Ferozepur,REQUIRES_INVESTIGATION,3421.11,,3739.7,3500.0,track3_price_and_msp.json,6503,mandi014,normalized,Ganna,"₹3,421.11",resolved,,empty,3739.7,resolved,"INR 3,500",resolved,0,0
PR000828,2026/05/30,MANDI039,Amritsar,REQUIRES_INVESTIGATION,,,1936.06,2183.0,track3_price_and_msp.json,6504,MANDI039,normalized,Dhaan,"Rs. 1,863",invalid_numeric,,empty,"₹1,936.06",resolved,2183,resolved,0,0
PR006106,20/05/2026,MANDI047,Fatehabad,Wheat,2157.4375513293808,,2341.67,2275.0,track3_price_and_msp.json,6505,mandi_047,normalized,गेहूं,2157.4375513293808,resolved,"Rs. 2,526",invalid_numeric,"₹2,341.67",resolved,2275,resolved,0,0
PR002314,04-27-2026,MANDI054,Ferozepur,Wheat,2024.01,2244.95,2134.48,2275.0,track3_price_and_msp.json,6506,054,normalized,Wheat,2024.01,resolved,"2,244.95/-",resolved,2134.48,resolved,2275,resolved,0,0
PR004314,16/07/2026,MANDI042,Ludhiana,Sugarcane,,3957.0,,,track3_price_and_msp.json,6507,MANDI-042,normalized,गन्ना,"Rs. 3,493",invalid_numeric,"INR 3,957",resolved,"Rs. 3,725",invalid_numeric,,empty,0,0
PR010019,2026/06/11,MANDI012,Ferozepur,Cotton,6637.49,7987.54,7312.52,,track3_price_and_msp.json,6508,MANDI012,normalized,कपास,"₹6,637.49",resolved,"₹7,987.54",resolved,"₹7,312.52",resolved,,empty,0,0
PR006996,09-Jul-2026,MANDI039,Ferozepur,Cotton,,7623.85,6998.33,,track3_price_and_msp.json,6509,MANDI039,normalized,Cotton,"Rs. 6,373",invalid_numeric,7623.85,resolved,6998.33,resolved,,empty,0,0
PR000249,03-07-2026,,Amritsar,Sugarcane,,3442.66,3211.44,3500.0,track3_price_and_msp.json,6510,,missing,गन्ना,"Rs. 2,980",invalid_numeric,3442.66,resolved,"₹3,211.44",resolved,3500,resolved,1,0
PR010165,2026-06-07,MANDI054,Moga,Wheat,1983.3,,2071.7972193745063,2275.0,track3_price_and_msp.json,6511,MANDI054,normalized,WHEAT,"₹1,983.30",resolved,"Rs. 2,160",invalid_numeric,2071.7972193745063,resolved,"2,275.00/-",resolved,0,0
PR007348,2026/03/04,MANDI034,Ludhiana,Cotton,5785.21,6347.78,6066.49,6620.0,track3_price_and_msp.json,6512,MANDI034,normalized,Kapas,5785.21,resolved,"₹6,347.78",resolved,"₹6,066.49",resolved,"₹6,620.00",resolved,0,0
PR010835,2026-05-29,MANDI036,,Corn,1789.54,2174.0,,2090.0,track3_price_and_msp.json,6513,MANDI-036,normalized,corn,"1,789.54/-",resolved,"INR 2,174",resolved,,empty,"₹2,090.00",resolved,0,1
PR004065,2026-02-14,MANDI019,Bathinda,Sugarcane,3545.71,4379.0,3962.0,,track3_price_and_msp.json,6514,MANDI019,normalized,sugarcane,3545.71,resolved,"INR 4,379",resolved,"INR 3,962",resolved,,empty,0,0
PR008595,2026/03/08,MANDI049,Sirsa,Sugarcane,3585.0,3984.7984499405243,3784.69,,track3_price_and_msp.json,6515,MANDI049,normalized,Sugarcane,"INR 3,585",resolved,3984.7984499405243,resolved,"3,784.69/-",resolved,,empty,0,0
PR001729,11.07.2026,MANDI020,Ambala,Sugarcane,3639.98,3917.0,3778.55,,track3_price_and_msp.json,6516,mandi020,normalized,Ganne,3639.98,resolved,"INR 3,917",resolved,3778.55,resolved,"Rs. 3,500",invalid_numeric,0,0
PR006560,2026/01/02,MANDI015,Kurukshetra,Corn,2049.0,2376.19,2212.54,2090.0,track3_price_and_msp.json,6517,MANDI-015,normalized,corn,"INR 2,049",resolved,"₹2,376.19",resolved,2212.54,resolved,2090,resolved,0,0
PR006170,06/04/2026,MANDI003,,Sugarcane,,,3466.8326738814385,3500.0,track3_price_and_msp.json,6518,mandi003,normalized,गन्ना,,empty,,empty,3466.8326738814385,resolved,3500,resolved,0,1
PR011006,2026/02/02,MANDI030,,REQUIRES_INVESTIGATION,,,2012.05,2090.0,track3_price_and_msp.json,6519,MANDI030,normalized,मक्का,"Rs. 1,884",invalid_numeric,"Rs. 2,140",invalid_numeric,"2,012.05/-",resolved,"INR 2,090",resolved,0,1
PR006464,2026/01/28,MANDI020,Ambala,REQUIRES_INVESTIGATION,,2536.91,2342.42,2183.0,track3_price_and_msp.json,6520,MANDI020,normalized,चावल,"Rs. 2,148",invalid_numeric,"2,536.91/-",resolved,2342.42,resolved,"₹2,183.00",resolved,0,0
PR011045,10.07.2026,MANDI056,Kurukshetra,REQUIRES_INVESTIGATION,,2491.0,,2183.0,track3_price_and_msp.json,6521,mandi_056,normalized,Chawal,"Rs. 2,251",invalid_numeric,"INR 2,491",resolved,"Rs. 2,371",invalid_numeric,"INR 2,183",resolved,0,0
PR006949,07-08-2026,MANDI035,Amritsar,REQUIRES_INVESTIGATION,5496.0,6380.0,5938.22,,track3_price_and_msp.json,6522,MANDI-035,normalized,Sarson,"INR 5,496",resolved,"INR 6,380",resolved,"5,938.22/-",resolved,,empty,0,0
PR007877,03.03.2026,MANDI006,Karnal,Sugarcane,,4060.73,3757.8055531114624,3500.0,track3_price_and_msp.json,6523,MANDI006,normalized,Sugarcane,"Rs. 3,455",invalid_numeric,"4,060.73/-",resolved,3757.8055531114624,resolved,"INR 3,500",resolved,0,0
PR006973,17-Jan-2026,MANDI034,Hisar,REQUIRES_INVESTIGATION,5352.53,,,5650.0,track3_price_and_msp.json,6524,MANDI034,normalized,Sarson,5352.53,resolved,"Rs. 5,865",invalid_numeric,"Rs. 5,609",invalid_numeric,"₹5,650.00",resolved,0,0
PR004792,2026-03-20,MANDI048,Ambala,REQUIRES_INVESTIGATION,,2328.0,2230.0180904474746,,track3_price_and_msp.json,6525,mandi_048,normalized,Basmati,"Rs. 2,132",invalid_numeric,"INR 2,328",resolved,2230.0180904474746,resolved,,empty,0,0
PR001546,11/02/2026,MANDI044,Jalandhar,Sugarcane,3618.34,3973.17,3795.75,,track3_price_and_msp.json,6526,MANDI044,normalized,Ganne,3618.34,resolved,"₹3,973.17",resolved,3795.75,resolved,"Rs. 3,500",invalid_numeric,0,0
PR011173,2026-03-28,MANDI057,Fatehabad,REQUIRES_INVESTIGATION,,,2176.73,,track3_price_and_msp.json,6527,MANDI-057,normalized,Maize,"Rs. 2,027",invalid_numeric,"Rs. 2,327",invalid_numeric,2176.73,resolved,,empty,0,0
PR000213,22/04/2026,,Bathinda,REQUIRES_INVESTIGATION,2025.0407629271315,,2121.67,2090.0,track3_price_and_msp.json,6528,,missing,मक्का,2025.0407629271315,resolved,"Rs. 2,218",invalid_numeric,"₹2,121.67",resolved,"₹2,090.00",resolved,1,0
PR009534,17-Jan-2026,MANDI004,Karnal,Corn,2136.75,,2322.0,,track3_price_and_msp.json,6529,MANDI004,normalized,Makki,2136.75,resolved,"Rs. 2,508",invalid_numeric,"INR 2,322",resolved,,empty,0,0
PR006762,01/03/2026,MANDI052,Fatehabad,REQUIRES_INVESTIGATION,1989.7420256616524,2196.0,2092.6528396932986,2090.0,track3_price_and_msp.json,6530,MANDI052,normalized,मक्का,1989.7420256616524,resolved,"INR 2,196",resolved,2092.6528396932986,resolved,2090,resolved,0,0
PR007317,2026-06-06,MANDI048,Bathinda,Cotton,6429.956239168812,8018.37,7224.16,6620.0,track3_price_and_msp.json,6531,MANDI048,normalized,Narma,6429.956239168812,resolved,"₹8,018.37",resolved,7224.16,resolved,6620,resolved,0,0
PR002384,2026/05/06,MANDI050,Moga,Cotton,6555.58,7857.56,7206.57,,track3_price_and_msp.json,6532,MANDI050,normalized,Kapas,6555.58,resolved,7857.56,resolved,7206.57,resolved,"Rs. 6,620",invalid_numeric,0,0
PR001669,30.08.2026,MANDI004,Karnal,REQUIRES_INVESTIGATION,2230.92,,2490.2,2183.0,track3_price_and_msp.json,6533,mandi_004,normalized,Basmati,"2,230.92/-",resolved,,empty,2490.2,resolved,2183,resolved,0,0
PR000742,02-07-2026,,,Mustard,5003.65,5690.0,5346.76,,track3_price_and_msp.json,6534,,missing,सरसों,"₹5,003.65",resolved,"INR 5,690",resolved,5346.76,resolved,"Rs. 5,650",invalid_numeric,1,0
PR001163,13.05.2026,MANDI042,Amritsar,Cotton,6332.0,,6853.29,,track3_price_and_msp.json,6535,MANDI042,normalized,Kapas,"INR 6,332",resolved,"Rs. 7,375",invalid_numeric,"₹6,853.29",resolved,"Rs. 6,620",invalid_numeric,0,0
PR009611,19.03.2026,MANDI006,Ferozepur,REQUIRES_INVESTIGATION,2111.0,,2351.13,2183.0,track3_price_and_msp.json,6536,mandi_006,normalized,Dhaan,"INR 2,111",resolved,"Rs. 2,591",invalid_numeric,"₹2,351.13",resolved,2183,resolved,0,0
PR002757,2026/05/08,MANDI048,Ferozepur,Paddy,2017.65,2146.19,,2183.0,track3_price_and_msp.json,6537,mandi048,normalized,Paddy,2017.65,resolved,"2,146.19/-",resolved,,empty,"₹2,183.00",resolved,0,0
PR006722,2026/02/27,MANDI007,Moga,Cotton,5967.0,7282.0,,6620.0,track3_price_and_msp.json,6538,M007,normalized,कपास,"INR 5,967",resolved,"INR 7,282",resolved,,empty,"₹6,620.00",resolved,0,0
PR011693,06-29-2026,MANDI046,Jalandhar,Sugarcane,,3546.55,,3500.0,track3_price_and_msp.json,6539,046,normalized,गन्ना,"Rs. 3,374",invalid_numeric,3546.55,resolved,"Rs. 3,460",invalid_numeric,3500,resolved,0,0
PR010685,2026-07-11,MANDI051,,Cotton,6017.81,7325.0,6671.48,6620.0,track3_price_and_msp.json,6540,MANDI-051,normalized,Narma,6017.81,resolved,"INR 7,325",resolved,6671.48,resolved,"INR 6,620",resolved,0,1
PR003245,2026-05-31,MANDI038,,REQUIRES_INVESTIGATION,2259.0,2486.41,2372.679864674289,2183.0,track3_price_and_msp.json,6541,MANDI038,normalized,Chawal,"INR 2,259",resolved,"2,486.41/-",resolved,2372.679864674289,resolved,"₹2,183.00",resolved,0,1
PR003508,2026-04-29,MANDI029,Karnal,Corn,2054.39,2471.72,2263.0557381300273,2090.0,track3_price_and_msp.json,6542,mandi_029,normalized,Makki,2054.39,resolved,"2,471.72/-",resolved,2263.0557381300273,resolved,"INR 2,090",resolved,0,0
PR011930,23-Apr-2026,,Jalandhar,Cotton,6083.02891662705,7341.324525870937,,6620.0,track3_price_and_msp.json,6543,,missing,Cotton,6083.02891662705,resolved,7341.324525870937,resolved,"Rs. 6,712",invalid_numeric,6620,resolved,1,0
PR010237,08-06-2026,MANDI056,,Sugarcane,3467.18,4198.6,,3500.0,track3_price_and_msp.json,6544,mandi_056,normalized,Sugarcane,3467.18,resolved,"₹4,198.60",resolved,,empty,"₹3,500.00",resolved,0,0
PR000482,2026/06/27,MANDI049,,Mustard,5514.14,,,,track3_price_and_msp.json,6545,MANDI049,normalized,सरसों,"₹5,514.14",resolved,"Rs. 6,288",invalid_numeric,"Rs. 5,901",invalid_numeric,,empty,0,1
PR000396,2026-01-13,MANDI044,,Cotton,6359.0,7159.56,6759.4869261309395,6620.0,track3_price_and_msp.json,6546,mandi_044,normalized,Kapas,"INR 6,359",resolved,"₹7,159.56",resolved,6759.4869261309395,resolved,"₹6,620.00",resolved,0,1
PR007792,25/08/2026,MANDI047,Kurukshetra,REQUIRES_INVESTIGATION,4858.768865499172,6046.0,5452.0,,track3_price_and_msp.json,6547,M047,normalized,Sarson,4858.768865499172,resolved,"INR 6,046",resolved,"INR 5,452",resolved,,empty,0,0
PR007934,2026-07-06,MANDI008,Jalandhar,REQUIRES_INVESTIGATION,,4467.05,4051.07,3500.0,track3_price_and_msp.json,6548,mandi008,normalized,Ganna,,empty,4467.05,resolved,"₹4,051.07",resolved,3500,resolved,0,0
PR000847,2026/04/17,MANDI023,Moga,Sugarcane,3104.0,3415.57,3259.7,3500.0,track3_price_and_msp.json,6549,mandi_023,normalized,गन्ना,"INR 3,104",resolved,"₹3,415.57",resolved,3259.7,resolved,"₹3,500.00",resolved,0,0
PR003799,19-Mar-2026,MANDI022,Karnal,Cotton,6813.77,8303.43,,6620.0,track3_price_and_msp.json,6550,M022,normalized,Narma,6813.77,resolved,8303.43,resolved,"Rs. 7,559",invalid_numeric,6620,resolved,0,0
PR007836,04-08-2026,MANDI042,Sirsa,Mustard,5154.62,6383.1,,5650.0,track3_price_and_msp.json,6551,M042,normalized,Sarso,"5,154.62/-",resolved,6383.1,resolved,"Rs. 5,769",invalid_numeric,5650,resolved,0,0
PR003834,2026/06/25,MANDI015,Amritsar,Wheat,2059.16,2430.62,2245.0,2275.0,track3_price_and_msp.json,6552,MANDI015,normalized,WHEAT,2059.16,resolved,"₹2,430.62",resolved,"INR 2,245",resolved,"₹2,275.00",resolved,0,0
PR000629,2026-03-28,MANDI028,,Corn,,2461.0,2267.0740542762046,,track3_price_and_msp.json,6553,028,normalized,corn,"Rs. 2,074",invalid_numeric,"INR 2,461",resolved,2267.0740542762046,resolved,"Rs. 2,090",invalid_numeric,0,1
PR008861,26/07/2026,,Patiala,Cotton,5664.88,6613.0,,,track3_price_and_msp.json,6554,,missing,cotton,5664.88,resolved,"INR 6,613",resolved,"Rs. 6,139",invalid_numeric,"Rs. 6,620",invalid_numeric,1,0
PR006500,2026-05-28,MANDI036,Amritsar,Cotton,5930.83,6458.75,6194.79,6620.0,track3_price_and_msp.json,6555,MANDI-036,normalized,Cotton,5930.83,resolved,6458.75,resolved,6194.79,resolved,6620,resolved,0,0
PR000242,23.06.2026,MANDI005,Patiala,Corn,,,2298.36,2090.0,track3_price_and_msp.json,6556,MANDI005,normalized,Makki,"Rs. 2,129",invalid_numeric,"Rs. 2,468",invalid_numeric,"₹2,298.36",resolved,"₹2,090.00",resolved,0,0
PR010463,19/04/2026,MANDI056,Sirsa,Corn,2185.0,2499.7255154897057,2342.52025392837,2090.0,track3_price_and_msp.json,6557,MANDI056,normalized,Corn,"INR 2,185",resolved,2499.7255154897057,resolved,2342.52025392837,resolved,"2,090.00/-",resolved,0,0
PR004595,2026/09/09,MANDI044,Ludhiana,REQUIRES_INVESTIGATION,2148.54,2425.0,2287.0,2183.0,track3_price_and_msp.json,6558,MANDI044,normalized,Basmati,2148.54,resolved,"INR 2,425",resolved,"INR 2,287",resolved,"INR 2,183",resolved,0,0
PR002520,2026/04/05,MANDI027,Kurukshetra,REQUIRES_INVESTIGATION,5642.0,6937.37,6289.800671089331,5650.0,track3_price_and_msp.json,6559,027,normalized,Sarson,"INR 5,642",resolved,6937.37,resolved,6289.800671089331,resolved,5650,resolved,0,0
PR008558,2026-05-24,MANDI054,Ambala,Mustard,,6062.7,5739.335604800961,5650.0,track3_price_and_msp.json,6560,MANDI054,normalized,mustard,"Rs. 5,416",invalid_numeric,6062.7,resolved,5739.335604800961,resolved,"INR 5,650",resolved,0,0
PR005167,22.08.2026,MANDI048,Fatehabad,Wheat,2108.0,2602.7880248119886,2356.0,,track3_price_and_msp.json,6561,M048,normalized,GEHUN,"INR 2,108",resolved,2602.7880248119886,resolved,"INR 2,356",resolved,"Rs. 2,275",invalid_numeric,0,0
PR004886,08.01.2026,MANDI048,,REQUIRES_INVESTIGATION,3203.9,3912.0,3557.96,,track3_price_and_msp.json,6562,MANDI048,normalized,Ganna,"₹3,203.90",resolved,"INR 3,912",resolved,"₹3,557.96",resolved,,empty,0,1
PR009612,2026-08-26,MANDI011,Sirsa,Cotton,,6213.1,6019.03,6620.0,track3_price_and_msp.json,6563,MANDI011,normalized,Narma,"Rs. 5,825",invalid_numeric,"₹6,213.10",resolved,"6,019.03/-",resolved,6620,resolved,0,0
PR008506,16/01/2026,MANDI051,Kurukshetra,Corn,2029.11,2228.0,2129.0,2090.0,track3_price_and_msp.json,6564,MANDI051,normalized,Makka,"₹2,029.11",resolved,"INR 2,228",resolved,"INR 2,129",resolved,2090,resolved,0,0
PR005965,07-08-2026,MANDI040,Kurukshetra,Corn,1861.0,2007.3,1934.0,,track3_price_and_msp.json,6565,M040,normalized,Makka,"INR 1,861",resolved,2007.3,resolved,1934.0,resolved,,empty,0,0
PR010007,21.06.2026,MANDI017,Ludhiana,Cotton,5829.0,6967.657846548809,6398.38,,track3_price_and_msp.json,6566,M017,normalized,Kapas,"INR 5,829",resolved,6967.657846548809,resolved,"6,398.38/-",resolved,,empty,0,0
PR011142,2026/03/27,MANDI009,Ambala,Cotton,,,6984.277964494723,6620.0,track3_price_and_msp.json,6567,MANDI009,normalized,Cotton,"Rs. 6,328",invalid_numeric,"Rs. 7,640",invalid_numeric,6984.277964494723,resolved,"INR 6,620",resolved,0,0
PR003692,2026-07-09,MANDI055,Kurukshetra,Mustard,4950.0,,5240.8,5650.0,track3_price_and_msp.json,6568,MANDI055,normalized,mustard,"INR 4,950",resolved,"Rs. 5,531",invalid_numeric,5240.8,resolved,"5,650.00/-",resolved,0,0
PR002145,03-29-2026,MANDI052,Ferozepur,Mustard,,6830.45,6185.49,5650.0,track3_price_and_msp.json,6569,MANDI052,normalized,सरसों,,empty,"₹6,830.45",resolved,6185.49,resolved,"INR 5,650",resolved,0,0
PR011478,27-Mar-2026,MANDI014,Ludhiana,Cotton,6690.69,7531.940605389672,7111.0,,track3_price_and_msp.json,6570,MANDI-014,normalized,कपास,"₹6,690.69",resolved,7531.940605389672,resolved,"INR 7,111",resolved,,empty,0,0
PR007575,2026-03-26,MANDI037,,REQUIRES_INVESTIGATION,3366.0,3594.24,3479.93,,track3_price_and_msp.json,6571,mandi_037,normalized,Ganna,"INR 3,366",resolved,"₹3,594.24",resolved,3479.93,resolved,,empty,0,1
PR005614,03/05/2026,MANDI031,Sirsa,Paddy,2237.33,2552.61,,2183.0,track3_price_and_msp.json,6572,MANDI031,normalized,paddy,2237.33,resolved,"2,552.61/-",resolved,"Rs. 2,395",invalid_numeric,"INR 2,183",resolved,0,0
PR007339,2026-04-23,MANDI014,Ferozepur,Sugarcane,3479.94,3709.8230096803645,3594.8792205182244,3500.0,track3_price_and_msp.json,6573,MANDI014,normalized,Sugarcane,3479.94,resolved,3709.8230096803645,resolved,3594.8792205182244,resolved,"₹3,500.00",resolved,0,0
PR009822,06-19-2026,MANDI025,Bathinda,REQUIRES_INVESTIGATION,2150.53,2448.93,2299.73,2183.0,track3_price_and_msp.json,6574,MANDI025,normalized,Dhaan,"₹2,150.53",resolved,2448.93,resolved,"2,299.73/-",resolved,"2,183.00/-",resolved,0,0
PR010421,12-Apr-2026,MANDI042,Ambala,Sugarcane,3254.58,,3423.23,3500.0,track3_price_and_msp.json,6575,MANDI042,normalized,Ganne,3254.58,resolved,"Rs. 3,592",invalid_numeric,3423.23,resolved,3500,resolved,0,0
PR001958,2026/06/08,,Moga,Mustard,4970.36,5990.0,5480.29,5650.0,track3_price_and_msp.json,6576,,missing,mustard,4970.36,resolved,"INR 5,990",resolved,"5,480.29/-",resolved,"INR 5,650",resolved,1,0
PR003230,01-18-2026,MANDI018,Amritsar,Wheat,2238.28,2357.94,2298.11,2275.0,track3_price_and_msp.json,6577,mandi_018,normalized,Wheat,2238.28,resolved,"2,357.94/-",resolved,"2,298.11/-",resolved,2275,resolved,0,0
PR005023,18-Jan-2026,MANDI038,Sirsa,Mustard,5806.795851949369,,,5650.0,track3_price_and_msp.json,6578,MANDI038,normalized,Sarso,5806.795851949369,resolved,"Rs. 6,790",invalid_numeric,"Rs. 6,298",invalid_numeric,"₹5,650.00",resolved,0,0
PR003091,07.02.2026,MANDI030,Amritsar,Mustard,5886.0,6964.0,6425.124469410437,,track3_price_and_msp.json,6579,mandi_030,normalized,Mustard,"INR 5,886",resolved,"INR 6,964",resolved,6425.124469410437,resolved,"Rs. 5,650",invalid_numeric,0,0
PR003318,26/03/2026,MANDI016,Hisar,REQUIRES_INVESTIGATION,2225.53,2544.15,2384.841860781103,2183.0,track3_price_and_msp.json,6580,M016,normalized,चावल,"2,225.53/-",resolved,"2,544.15/-",resolved,2384.841860781103,resolved,2183,resolved,0,0
PR007045,09.04.2026,MANDI044,Kurukshetra,Corn,1968.43,2120.34,2044.384126688834,,track3_price_and_msp.json,6581,MANDI044,normalized,Makki,"1,968.43/-",resolved,2120.34,resolved,2044.384126688834,resolved,"Rs. 2,090",invalid_numeric,0,0
PR005873,19-Feb-2026,MANDI055,Karnal,Wheat,2126.08,2505.63,,2275.0,track3_price_and_msp.json,6582,MANDI-055,normalized,गेहूं,2126.08,resolved,2505.63,resolved,"Rs. 2,316",invalid_numeric,2275,resolved,0,0
PR003217,2026-07-16,,,Wheat,2122.4,2642.5,2382.4506115805607,2275.0,track3_price_and_msp.json,6583,,missing,wheat,"2,122.40/-",resolved,"2,642.50/-",resolved,2382.4506115805607,resolved,"₹2,275.00",resolved,1,0
PR008814,01-May-2026,MANDI027,Amritsar,Cotton,5688.12,6171.0,5929.7,,track3_price_and_msp.json,6584,MANDI027,normalized,cotton,"₹5,688.12",resolved,"INR 6,171",resolved,5929.7,resolved,,empty,0,0
PR008086,2026-04-22,,Kurukshetra,Corn,1822.84,1992.0,1908.0,2090.0,track3_price_and_msp.json,6585,,missing,corn,1822.84,resolved,"INR 1,992",resolved,"INR 1,908",resolved,2090,resolved,1,0
