sensor_id,timestamp,temperature,temp_unit,rainfall,rain_unit,humidity_percent,source_file,row_index_raw,temperature_raw,temp_unit_raw,temperature_celsius,temp_conversion_status,rainfall_raw,rain_unit_raw,rainfall_mm,rain_conversion_status,negative_rainfall_flag,missing_timestamp,missing_humidity
SEN013,2026-01-04 13:48:01 IST,84.4,°F,17.4,mm,88.0,track3_weather_sensors.xlsx,6856,84.4,°F,29.11111111111111,fahrenheit,17.4,mm,17.4,mm,0,0,0
SEN007,2026-05-14 15:32:16 IST,31.6,°C,42.5,mm,43.0,track3_weather_sensors.xlsx,6857,31.6,°C,31.6,celsius,42.5,mm,42.5,mm,0,0,0
SEN029,2026-07-25 05:23:20 IST,29.7,Celsius,33.2,MM,92.0,track3_weather_sensors.xlsx,6858,29.7,Celsius,29.7,celsius,33.2,MM,33.2,mm,0,0,0
SEN027,2026-06-14 08:42:34 IST,18.5,c,0.4,mm,66.0,track3_weather_sensors.xlsx,6859,18.5,c,18.5,celsius,0.4,mm,0.4,mm,0,0,0
SEN044,2026-03-31 05:23:32 UTC,31.6,c,0.68,in,94.0,track3_weather_sensors.xlsx,6860,31.6,c,31.6,celsius,0.68,in,17.272000000000002,inches,0,0,0
SEN015,2026-06-22 15:53:25 UTC,76.8,f,24.3,MM,80.0,track3_weather_sensors.xlsx,6861,76.8,f,24.88888888888889,fahrenheit,24.3,MM,24.3,mm,0,0,0
SEN018,2026-05-12 12:59:42 UTC,37.1,°C,0.68,inches,63.0,track3_weather_sensors.xlsx,6862,37.1,°C,37.1,celsius,0.68,inches,17.272000000000002,inches,0,0,0
SEN018,2026-08-22 08:20:56,81,Fahrenheit,11.6,mm,53.0,track3_weather_sensors.xlsx,6863,81,Fahrenheit,27.22222222222222,fahrenheit,11.6,mm,11.6,mm,0,0,0
SEN019,23-Jul-2026 15:36:27,21.9,Celsius,14.0,millimeters,69.0,track3_weather_sensors.xlsx,6864,21.9,Celsius,21.9,celsius,14.0,millimeters,14.0,mm,0,0,0
SEN002,2026-02-12 08:23:58,26.8,c,29.6,mm,34.0,track3_weather_sensors.xlsx,6865,26.8,c,26.8,celsius,29.6,mm,29.6,mm,0,0,0
SEN027,2026-03-29 11:40:21 IST,22.1°C,,28.4,mm,66.0,track3_weather_sensors.xlsx,6866,22.1°C,,22.1,embedded_celsius,28.4,mm,28.4,mm,0,0,0
SEN024,2026-04-15 02:37:28 IST,102.4,F,1.59,inch,72.0,track3_weather_sensors.xlsx,6867,102.4,F,39.111111111111114,fahrenheit,1.59,inch,40.386,inches,0,0,0
SEN008,2026-07-24 23:02:10 IST,36.6,Celsius,21.8,mm,,track3_weather_sensors.xlsx,6868,36.6,Celsius,36.6,celsius,21.8,mm,21.8,mm,0,0,1
SEN047,2026-07-03 18:59:04 UTC,22.3,C,29.1,MM,53.0,track3_weather_sensors.xlsx,6869,22.3,C,22.3,celsius,29.1,MM,29.1,mm,0,0,0
SEN013,,32.5,C,49.4,millimeters,65.0,track3_weather_sensors.xlsx,6870,32.5,C,32.5,celsius,49.4,millimeters,49.4,mm,0,1,0
SEN007,03-Jun-2026 16:47:35,18.2,°C,39.6,millimeters,55.0,track3_weather_sensors.xlsx,6871,18.2,°C,18.2,celsius,39.6,millimeters,39.6,mm,0,0,0
SEN013,2026-07-16 18:50:53 UTC,17.4,C,47.4,millimeters,46.0,track3_weather_sensors.xlsx,6872,17.4,C,17.4,celsius,47.4,millimeters,47.4,mm,0,0,0
SEN036,2026-03-03 03:58:23 UTC,82.9,°F,23.0,mm,69.0,track3_weather_sensors.xlsx,6873,82.9,°F,28.277777777777782,fahrenheit,23.0,mm,23.0,mm,0,0,0
SEN020,2026-05-06 01:00:50 UTC,28.2,°C,23.1,MM,87.0,track3_weather_sensors.xlsx,6874,28.2,°C,28.2,celsius,23.1,MM,23.1,mm,0,0,0
SEN037,,31.9,c,9.3,MM,58.0,track3_weather_sensors.xlsx,6875,31.9,c,31.9,celsius,9.3,MM,9.3,mm,0,1,0
SEN049,2026-09-09 11:43:19 IST,37.7°C,,30.0,millimeters,82.0,track3_weather_sensors.xlsx,6876,37.7°C,,37.7,embedded_celsius,30.0,millimeters,30.0,mm,0,0,0
SEN021,04-Jul-2026 15:34:36,16.9,°C,0.37,inches,69.0,track3_weather_sensors.xlsx,6877,16.9,°C,16.9,celsius,0.37,inches,9.398,inches,0,0,0
SEN050,2026-06-24 20:14:12 UTC,33.2°C,,0.37,inches,76.0,track3_weather_sensors.xlsx,6878,33.2°C,,33.2,embedded_celsius,0.37,inches,9.398,inches,0,0,0
SEN050,2026-05-28 00:54:55 IST,102.9,°F,1.41,inch,77.0,track3_weather_sensors.xlsx,6879,102.9,°F,39.388888888888886,fahrenheit,1.41,inch,35.81399999999999,inches,0,0,0
SEN048,2026-05-21 15:21:22 UTC,26.5,c,23.4,millimeters,64.0,track3_weather_sensors.xlsx,6880,26.5,c,26.5,celsius,23.4,millimeters,23.4,mm,0,0,0
SEN004,2026-03-13 18:26:28 IST,70.2,°F,23.1,MM,63.0,track3_weather_sensors.xlsx,6881,70.2,°F,21.22222222222222,fahrenheit,23.1,MM,23.1,mm,0,0,0
SEN040,2026-07-20 21:52:34 IST,94.3,Fahrenheit,-49.7,mm,44.0,track3_weather_sensors.xlsx,6882,94.3,Fahrenheit,34.611111111111114,fahrenheit,-49.7,mm,,negative,1,0,0
SEN025,,35.5,c,,,58.0,track3_weather_sensors.xlsx,6883,35.5,c,35.5,celsius,,,,missing_rain,0,1,0
SEN032,2026-07-20 21:12:00 UTC,72.1,Fahrenheit,1.21,inches,32.0,track3_weather_sensors.xlsx,6884,72.1,Fahrenheit,22.277777777777775,fahrenheit,1.21,inches,30.733999999999998,inches,0,0,0
SEN050,2026-02-13 09:34:17 UTC,69.1,F,38.6,millimeters,53.0,track3_weather_sensors.xlsx,6885,69.1,F,20.611111111111107,fahrenheit,38.6,millimeters,38.6,mm,0,0,0
SEN019,2026-07-12 16:29:13 UTC,100.6,F,,,58.0,track3_weather_sensors.xlsx,6886,100.6,F,38.111111111111114,fahrenheit,,,,missing_rain,0,0,0
SEN036,2026-02-23 02:58:21 IST,35.3°C,,48.4,millimeters,,track3_weather_sensors.xlsx,6887,35.3°C,,35.3,embedded_celsius,48.4,millimeters,48.4,mm,0,0,1
SEN038,2026-01-09 21:34:18 IST,21,°C,32.0,mm,38.0,track3_weather_sensors.xlsx,6888,21,°C,21.0,celsius,32.0,mm,32.0,mm,0,0,0
SEN001,2026-04-24 17:04:30 IST,16.2°C,,1.11,inches,94.0,track3_weather_sensors.xlsx,6889,16.2°C,,16.2,embedded_celsius,1.11,inches,28.194000000000003,inches,0,0,0
SEN035,05-Sep-2026 02:34:10,27.7,c,-8.1,mm,52.0,track3_weather_sensors.xlsx,6890,27.7,c,27.7,celsius,-8.1,mm,,negative,1,0,0
SEN025,2026-05-23 04:00:50 IST,27.8,C,1.55,in,75.0,track3_weather_sensors.xlsx,6891,27.8,C,27.8,celsius,1.55,in,39.37,inches,0,0,0
SEN019,2026-04-27 05:34:17 UTC,26.8,°C,14.1,MM,49.0,track3_weather_sensors.xlsx,6892,26.8,°C,26.8,celsius,14.1,MM,14.1,mm,0,0,0
SEN041,2026-05-04 02:55:20 IST,32.4,c,20.5,mm,30.0,track3_weather_sensors.xlsx,6893,32.4,c,32.4,celsius,20.5,mm,20.5,mm,0,0,0
SEN017,2026-01-19 06:39:06 UTC,26.3,c,0.48,in,36.0,track3_weather_sensors.xlsx,6894,26.3,c,26.3,celsius,0.48,in,12.191999999999998,inches,0,0,0
SEN006,2026-03-29 14:20:44 UTC,24.8,c,43.1,millimeters,66.0,track3_weather_sensors.xlsx,6895,24.8,c,24.8,celsius,43.1,millimeters,43.1,mm,0,0,0
SEN028,,38.2,c,14.5,MM,70.0,track3_weather_sensors.xlsx,6896,38.2,c,38.2,celsius,14.5,MM,14.5,mm,0,1,0
SEN008,2026-05-19 18:50:48 UTC,27.1,c,0.14,inches,92.0,track3_weather_sensors.xlsx,6897,27.1,c,27.1,celsius,0.14,inches,3.556,inches,0,0,0
SEN044,2026-04-22 08:49:59 IST,65.7,°F,4.3,MM,,track3_weather_sensors.xlsx,6898,65.7,°F,18.72222222222222,fahrenheit,4.3,MM,4.3,mm,0,0,1
SEN029,2026-08-18 22:30:48 UTC,23.9,C,38.3,MM,82.0,track3_weather_sensors.xlsx,6899,23.9,C,23.9,celsius,38.3,MM,38.3,mm,0,0,0
SEN046,2026-04-16 10:35:23 UTC,100.8,Fahrenheit,1.4,in,75.0,track3_weather_sensors.xlsx,6900,100.8,Fahrenheit,38.22222222222222,fahrenheit,1.4,in,35.559999999999995,inches,0,0,0
SEN040,2026-06-16 12:06:31 IST,101.1,Fahrenheit,10.0,millimeters,50.0,track3_weather_sensors.xlsx,6901,101.1,Fahrenheit,38.388888888888886,fahrenheit,10.0,millimeters,10.0,mm,0,0,0
UNKNOWN,2026-03-14 16:40:37 IST,68,°F,46.8,MM,70.0,track3_weather_sensors.xlsx,6902,68,°F,20.0,fahrenheit,46.8,MM,46.8,mm,0,0,0
SEN050,2026-08-13 01:55:24 UTC,18,C,1.28,in,33.0,track3_weather_sensors.xlsx,6903,18,C,18.0,celsius,1.28,in,32.512,inches,0,0,0
SEN050,09-Apr-2026 13:45:00,67.1,F,-49.1,mm,69.0,track3_weather_sensors.xlsx,6904,67.1,F,19.499999999999996,fahrenheit,-49.1,mm,,negative,1,0,0
SEN010,2026-06-17 21:51:14 IST,16.8,c,14.8,millimeters,55.0,track3_weather_sensors.xlsx,6905,16.8,c,16.8,celsius,14.8,millimeters,14.8,mm,0,0,0
SEN039,2026-04-11 05:24:04 UTC,17.2,Celsius,25.5,MM,80.0,track3_weather_sensors.xlsx,6906,17.2,Celsius,17.2,celsius,25.5,MM,25.5,mm,0,0,0
SEN023,2026-05-08 09:05:11 UTC,97.7,F,17.0,mm,94.0,track3_weather_sensors.xlsx,6907,97.7,F,36.5,fahrenheit,17.0,mm,17.0,mm,0,0,0
SEN009,2026-04-30 16:28:47 IST,16.3,c,15.0,MM,44.0,track3_weather_sensors.xlsx,6908,16.3,c,16.3,celsius,15.0,MM,15.0,mm,0,0,0
SEN021,06/02/2026 16:13,25.4,c,,,64.0,track3_weather_sensors.xlsx,6909,25.4,c,25.4,celsius,,,,missing_rain,0,0,0
SEN011,2026-07-17 13:32:49 IST,39.1,C,27.9,mm,55.0,track3_weather_sensors.xlsx,6910,39.1,C,39.1,celsius,27.9,mm,27.9,mm,0,0,0
SEN004,2026-02-20 06:08:52 UTC,85.3,Fahrenheit,19.2,mm,77.0,track3_weather_sensors.xlsx,6911,85.3,Fahrenheit,29.61111111111111,fahrenheit,19.2,mm,19.2,mm,0,0,0
SEN036,,100.2,F,-10.5,mm,,track3_weather_sensors.xlsx,6912,100.2,F,37.888888888888886,fahrenheit,-10.5,mm,,negative,1,1,1
SEN008,2026-03-10 22:45:05 UTC,20.7,c,1.27,in,61.0,track3_weather_sensors.xlsx,6913,20.7,c,20.7,celsius,1.27,in,32.257999999999996,inches,0,0,0
SEN025,2026-01-22 23:57:57 UTC,26.4,C,-15.8,mm,86.0,track3_weather_sensors.xlsx,6914,26.4,C,26.4,celsius,-15.8,mm,,negative,1,0,0
UNKNOWN,2026-07-15 04:19:48 UTC,61.2,Fahrenheit,17.1,mm,74.0,track3_weather_sensors.xlsx,6915,61.2,Fahrenheit,16.22222222222222,fahrenheit,17.1,mm,17.1,mm,0,0,0
SEN032,,21.6,c,30.7,millimeters,49.0,track3_weather_sensors.xlsx,6916,21.6,c,21.6,celsius,30.7,millimeters,30.7,mm,0,1,0
SEN022,01-31-2026 06:15 AM,71.4,°F,-15.9,mm,93.0,track3_weather_sensors.xlsx,6917,71.4,°F,21.888888888888893,fahrenheit,-15.9,mm,,negative,1,0,0
SEN046,09-Apr-2026 06:13:28,32,C,11.9,mm,87.0,track3_weather_sensors.xlsx,6918,32,C,32.0,celsius,11.9,mm,11.9,mm,0,0,0
SEN008,27/02/2026 16:39,18.0°C,,38.6,millimeters,36.0,track3_weather_sensors.xlsx,6919,18.0°C,,18.0,embedded_celsius,38.6,millimeters,38.6,mm,0,0,0
SEN035,2026-01-17 16:01:32 UTC,37.7,c,-39.5,mm,91.0,track3_weather_sensors.xlsx,6920,37.7,c,37.7,celsius,-39.5,mm,,negative,1,0,0
SEN050,2026-06-19 06:33:51 IST,21.6,C,6.9,MM,66.0,track3_weather_sensors.xlsx,6921,21.6,C,21.6,celsius,6.9,MM,6.9,mm,0,0,0
UNKNOWN,2026-02-07 00:31:52 IST,94.3,f,9.9,millimeters,,track3_weather_sensors.xlsx,6922,94.3,f,34.611111111111114,fahrenheit,9.9,millimeters,9.9,mm,0,0,1
SEN036,2026-01-07 22:00:03 IST,68.2,Fahrenheit,45.8,MM,38.0,track3_weather_sensors.xlsx,6923,68.2,Fahrenheit,20.11111111111111,fahrenheit,45.8,MM,45.8,mm,0,0,0
SEN001,,85.3,°F,0.94,inches,45.0,track3_weather_sensors.xlsx,6924,85.3,°F,29.61111111111111,fahrenheit,0.94,inches,23.875999999999998,inches,0,1,0
SEN044,,30.2,Celsius,1.3,in,41.0,track3_weather_sensors.xlsx,6925,30.2,Celsius,30.2,celsius,1.3,in,33.019999999999996,inches,0,1,0
SEN001,2026-07-24 21:39:42 IST,28.8,Celsius,44.1,mm,32.0,track3_weather_sensors.xlsx,6926,28.8,Celsius,28.8,celsius,44.1,mm,44.1,mm,0,0,0
SEN040,2026-03-05 18:26:40 UTC,37.2,c,-12.6,mm,72.0,track3_weather_sensors.xlsx,6927,37.2,c,37.2,celsius,-12.6,mm,,negative,1,0,0
SEN013,2026-01-01 10:21:31 UTC,35.4,Celsius,19.8,millimeters,,track3_weather_sensors.xlsx,6928,35.4,Celsius,35.4,celsius,19.8,millimeters,19.8,mm,0,0,1
SEN007,2026-06-23 17:01:07 IST,100.2,°F,21.4,mm,71.0,track3_weather_sensors.xlsx,6929,100.2,°F,37.888888888888886,fahrenheit,21.4,mm,21.4,mm,0,0,0
SEN042,2026-05-05 04:58:56 IST,25.8,c,,,36.0,track3_weather_sensors.xlsx,6930,25.8,c,25.8,celsius,,,,missing_rain,0,0,0
SEN034,2026-04-22 11:34:50 IST,61.2,Fahrenheit,38.3,MM,32.0,track3_weather_sensors.xlsx,6931,61.2,Fahrenheit,16.22222222222222,fahrenheit,38.3,MM,38.3,mm,0,0,0
SEN010,,21.4,C,-42.2,mm,,track3_weather_sensors.xlsx,6932,21.4,C,21.4,celsius,-42.2,mm,,negative,1,1,1
SEN001,2026-01-02 15:49:57 IST,22.9,°C,33.6,mm,65.0,track3_weather_sensors.xlsx,6933,22.9,°C,22.9,celsius,33.6,mm,33.6,mm,0,0,0
SEN018,2026-07-29 21:00:50 IST,67.8,°F,10.3,MM,51.0,track3_weather_sensors.xlsx,6934,67.8,°F,19.88888888888889,fahrenheit,10.3,MM,10.3,mm,0,0,0
SEN039,2026-06-01 13:05:25 IST,25.0°C,,45.1,millimeters,54.0,track3_weather_sensors.xlsx,6935,25.0°C,,25.0,embedded_celsius,45.1,millimeters,45.1,mm,0,0,0
UNKNOWN,2026-03-08 14:16:31 IST,28.3,°C,1.82,inches,74.0,track3_weather_sensors.xlsx,6936,28.3,°C,28.3,celsius,1.82,inches,46.228,inches,0,0,0
UNKNOWN,2026-01-01 09:04:06 IST,16.5°C,,1.85,inches,83.0,track3_weather_sensors.xlsx,6937,16.5°C,,16.5,embedded_celsius,1.85,inches,46.99,inches,0,0,0
SEN006,2026-03-19 22:51:56 IST,83.7,°F,31.9,millimeters,66.0,track3_weather_sensors.xlsx,6938,83.7,°F,28.72222222222222,fahrenheit,31.9,millimeters,31.9,mm,0,0,0
SEN022,2026-03-10 01:29:14 IST,89.2,°F,1.5,in,,track3_weather_sensors.xlsx,6939,89.2,°F,31.77777777777778,fahrenheit,1.5,in,38.099999999999994,inches,0,0,1
SEN010,,86.7,°F,49.0,millimeters,,track3_weather_sensors.xlsx,6940,86.7,°F,30.38888888888889,fahrenheit,49.0,millimeters,49.0,mm,0,1,1
SEN025,2026-04-10 12:03:07 IST,94.6,f,20.3,MM,55.0,track3_weather_sensors.xlsx,6941,94.6,f,34.77777777777778,fahrenheit,20.3,MM,20.3,mm,0,0,0
SEN043,2026-08-30 05:21:38 UTC,19.5,Celsius,7.4,millimeters,52.0,track3_weather_sensors.xlsx,6942,19.5,Celsius,19.5,celsius,7.4,millimeters,7.4,mm,0,0,0
SEN026,2026-01-18 00:02:36 UTC,23.4°C,,18.3,millimeters,61.0,track3_weather_sensors.xlsx,6943,23.4°C,,23.4,embedded_celsius,18.3,millimeters,18.3,mm,0,0,0
SEN015,2026-02-21 21:28:35 UTC,98.8,f,49.7,millimeters,49.0,track3_weather_sensors.xlsx,6944,98.8,f,37.111111111111114,fahrenheit,49.7,millimeters,49.7,mm,0,0,0
SEN031,2026-08-20 20:50:21 IST,80.8,°F,-23.4,mm,70.0,track3_weather_sensors.xlsx,6945,80.8,°F,27.11111111111111,fahrenheit,-23.4,mm,,negative,1,0,0
SEN003,2026-04-08 07:03:57,32.6,c,42.6,mm,73.0,track3_weather_sensors.xlsx,6946,32.6,c,32.6,celsius,42.6,mm,42.6,mm,0,0,0
SEN009,2026-05-15 14:34:57 IST,32.6,c,10.8,MM,80.0,track3_weather_sensors.xlsx,6947,32.6,c,32.6,celsius,10.8,MM,10.8,mm,0,0,0
SEN047,2026-07-15 03:00:26 UTC,38.3°C,,13.6,mm,90.0,track3_weather_sensors.xlsx,6948,38.3°C,,38.3,embedded_celsius,13.6,mm,13.6,mm,0,0,0
SEN049,2026-05-18 09:34:26 IST,66.7,°F,49.6,mm,71.0,track3_weather_sensors.xlsx,6949,66.7,°F,19.27777777777778,fahrenheit,49.6,mm,49.6,mm,0,0,0
SEN027,2026-03-31 08:08:37 IST,29.1°C,,3.5,millimeters,54.0,track3_weather_sensors.xlsx,6950,29.1°C,,29.1,embedded_celsius,3.5,millimeters,3.5,mm,0,0,0
SEN046,2026-08-12 10:01:00 IST,39.8°C,,34.8,mm,65.0,track3_weather_sensors.xlsx,6951,39.8°C,,39.8,embedded_celsius,34.8,mm,34.8,mm,0,0,0
SEN041,2026-04-12 10:28:35 IST,87.4,°F,26.1,mm,48.0,track3_weather_sensors.xlsx,6952,87.4,°F,30.77777777777778,fahrenheit,26.1,mm,26.1,mm,0,0,0
SEN013,2026-07-26 06:14:40 IST,99.3,f,37.7,MM,50.0,track3_weather_sensors.xlsx,6953,99.3,f,37.388888888888886,fahrenheit,37.7,MM,37.7,mm,0,0,0
SEN019,2026-06-13 13:54:51 IST,26.9,°C,3.4,MM,87.0,track3_weather_sensors.xlsx,6954,26.9,°C,26.9,celsius,3.4,MM,3.4,mm,0,0,0
SEN041,2026-05-17 18:00:28 UTC,84.7,F,6.4,millimeters,78.0,track3_weather_sensors.xlsx,6955,84.7,F,29.27777777777778,fahrenheit,6.4,millimeters,6.4,mm,0,0,0
SEN007,2026-08-13 23:44:27 UTC,21.4,c,41.3,MM,91.0,track3_weather_sensors.xlsx,6956,21.4,c,21.4,celsius,41.3,MM,41.3,mm,0,0,0
SEN009,2026-01-16 11:46:59 UTC,37.7,c,13.6,MM,30.0,track3_weather_sensors.xlsx,6957,37.7,c,37.7,celsius,13.6,MM,13.6,mm,0,0,0
UNKNOWN,2026-02-25 06:39:30 UTC,27.5°C,,1.89,in,88.0,track3_weather_sensors.xlsx,6958,27.5°C,,27.5,embedded_celsius,1.89,in,48.00599999999999,inches,0,0,0
SEN032,2026-01-04 05:59:50 UTC,16.2°C,,,,74.0,track3_weather_sensors.xlsx,6959,16.2°C,,16.2,embedded_celsius,,,,missing_rain,0,0,0
SEN003,2026-05-03 11:11:33 UTC,26.1,c,0.53,in,59.0,track3_weather_sensors.xlsx,6960,26.1,c,26.1,celsius,0.53,in,13.462,inches,0,0,0
SEN023,2026-05-10T21:31:05,31.5,C,1.15,in,65.0,track3_weather_sensors.xlsx,6961,31.5,C,31.5,celsius,1.15,in,29.209999999999997,inches,0,0,0
SEN025,2026-05-22 02:46:28 UTC,20.4°C,,4.7,mm,59.0,track3_weather_sensors.xlsx,6962,20.4°C,,20.4,embedded_celsius,4.7,mm,4.7,mm,0,0,0
SEN006,2026-05-07 17:06:10 IST,39.6°C,,1.07,inch,75.0,track3_weather_sensors.xlsx,6963,39.6°C,,39.6,embedded_celsius,1.07,inch,27.178,inches,0,0,0
SEN030,2026-06-27 03:39:11 IST,35.6°C,,-13.1,mm,37.0,track3_weather_sensors.xlsx,6964,35.6°C,,35.6,embedded_celsius,-13.1,mm,,negative,1,0,0
SEN041,2026-06-29 21:04:46 IST,32.6,Celsius,1.69,inches,44.0,track3_weather_sensors.xlsx,6965,32.6,Celsius,32.6,celsius,1.69,inches,42.925999999999995,inches,0,0,0
SEN029,10/07/2026 06:07,66.6,f,9.5,mm,30.0,track3_weather_sensors.xlsx,6966,66.6,f,19.222222222222218,fahrenheit,9.5,mm,9.5,mm,0,0,0
SEN047,2026-07-30 00:07:17 IST,59.9,Fahrenheit,25.9,millimeters,71.0,track3_weather_sensors.xlsx,6967,59.9,Fahrenheit,15.5,fahrenheit,25.9,millimeters,25.9,mm,0,0,0
SEN026,2026-08-29 00:40:05 IST,31.4°C,,0.61,in,37.0,track3_weather_sensors.xlsx,6968,31.4°C,,31.4,embedded_celsius,0.61,in,15.493999999999998,inches,0,0,0
SEN036,2026-04-18 15:24:25 IST,82.4,F,22.7,MM,44.0,track3_weather_sensors.xlsx,6969,82.4,F,28.000000000000004,fahrenheit,22.7,MM,22.7,mm,0,0,0
SEN050,2026-03-30 08:55:28 IST,64.8,f,34.6,MM,33.0,track3_weather_sensors.xlsx,6970,64.8,f,18.22222222222222,fahrenheit,34.6,MM,34.6,mm,0,0,0
SEN013,2026-01-10 15:28:57 UTC,37.3°C,,-45.2,mm,,track3_weather_sensors.xlsx,6971,37.3°C,,37.3,embedded_celsius,-45.2,mm,,negative,1,0,1
SEN004,2026-04-06 18:50:56 UTC,38.4°C,,39.2,MM,36.0,track3_weather_sensors.xlsx,6972,38.4°C,,38.4,embedded_celsius,39.2,MM,39.2,mm,0,0,0
SEN009,24-Mar-2026 03:12:15,17.3,°C,5.3,millimeters,51.0,track3_weather_sensors.xlsx,6973,17.3,°C,17.3,celsius,5.3,millimeters,5.3,mm,0,0,0
SEN040,2026-07-07 01:23:43 UTC,17.2,Celsius,49.4,MM,82.0,track3_weather_sensors.xlsx,6974,17.2,Celsius,17.2,celsius,49.4,MM,49.4,mm,0,0,0
SEN036,2026-04-27 03:12:25 IST,39.8,C,-31.7,mm,67.0,track3_weather_sensors.xlsx,6975,39.8,C,39.8,celsius,-31.7,mm,,negative,1,0,0
SEN009,2026-01-28 22:26:53,24.3,Celsius,1.7,in,61.0,track3_weather_sensors.xlsx,6976,24.3,Celsius,24.3,celsius,1.7,in,43.18,inches,0,0,0
SEN023,2026-04-12 11:40:31 IST,86,f,32.0,mm,80.0,track3_weather_sensors.xlsx,6977,86,f,30.0,fahrenheit,32.0,mm,32.0,mm,0,0,0
SEN035,2026-04-01 14:03:48 IST,68.9,F,45.4,millimeters,87.0,track3_weather_sensors.xlsx,6978,68.9,F,20.500000000000004,fahrenheit,45.4,millimeters,45.4,mm,0,0,0
SEN002,2026-04-22 23:27:36 IST,16.3,C,1.25,inches,60.0,track3_weather_sensors.xlsx,6979,16.3,C,16.3,celsius,1.25,inches,31.75,inches,0,0,0
SEN031,2026-08-14 22:52:00 IST,34.2,c,0.2,mm,,track3_weather_sensors.xlsx,6980,34.2,c,34.2,celsius,0.2,mm,0.2,mm,0,0,1
SEN039,,19.7°C,,22.0,MM,66.0,track3_weather_sensors.xlsx,6981,19.7°C,,19.7,embedded_celsius,22.0,MM,22.0,mm,0,1,0
SEN005,2026-08-03 02:31:38 IST,18.1°C,,14.9,MM,35.0,track3_weather_sensors.xlsx,6982,18.1°C,,18.1,embedded_celsius,14.9,MM,14.9,mm,0,0,0
SEN032,2026-08-05 11:31:17 IST,18,C,30.4,MM,36.0,track3_weather_sensors.xlsx,6983,18,C,18.0,celsius,30.4,MM,30.4,mm,0,0,0
SEN001,2026-05-31 00:00:39 UTC,16.5,C,0.74,in,40.0,track3_weather_sensors.xlsx,6984,16.5,C,16.5,celsius,0.74,in,18.796,inches,0,0,0
SEN045,,21.2°C,,1.77,inches,75.0,track3_weather_sensors.xlsx,6985,21.2°C,,21.2,embedded_celsius,1.77,inches,44.958,inches,0,1,0
UNKNOWN,2026-07-18 12:32:06 IST,24.1,Celsius,46.7,mm,,track3_weather_sensors.xlsx,6986,24.1,Celsius,24.1,celsius,46.7,mm,46.7,mm,0,0,1
SEN048,2026-03-02 07:56:14 UTC,95.5,F,41.2,MM,35.0,track3_weather_sensors.xlsx,6987,95.5,F,35.27777777777778,fahrenheit,41.2,MM,41.2,mm,0,0,0
SEN038,,74.7,f,,,45.0,track3_weather_sensors.xlsx,6988,74.7,f,23.72222222222222,fahrenheit,,,,missing_rain,0,1,0
SEN007,2026-01-12 11:43:21 UTC,36.6,°C,43.1,millimeters,73.0,track3_weather_sensors.xlsx,6989,36.6,°C,36.6,celsius,43.1,millimeters,43.1,mm,0,0,0
SEN031,2026-05-21 11:52:01 UTC,62.6,F,-40.3,mm,,track3_weather_sensors.xlsx,6990,62.6,F,17.0,fahrenheit,-40.3,mm,,negative,1,0,1
SEN043,2026-07-21 09:20:22,24.0°C,,-2.0,mm,50.0,track3_weather_sensors.xlsx,6991,24.0°C,,24.0,embedded_celsius,-2.0,mm,,negative,1,0,0
SEN045,2026-08-22 23:56:53 IST,32.3,c,0.49,inch,78.0,track3_weather_sensors.xlsx,6992,32.3,c,32.3,celsius,0.49,inch,12.446,inches,0,0,0
SEN046,2026-01-12 18:40:44 IST,100.9,F,29.8,millimeters,53.0,track3_weather_sensors.xlsx,6993,100.9,F,38.27777777777778,fahrenheit,29.8,millimeters,29.8,mm,0,0,0
SEN024,2026-06-17T07:34:36,36.5°C,,0.44,inch,45.0,track3_weather_sensors.xlsx,6994,36.5°C,,36.5,embedded_celsius,0.44,inch,11.176,inches,0,0,0
SEN012,2026-08-14 10:01:54 UTC,37.5,C,8.7,millimeters,66.0,track3_weather_sensors.xlsx,6995,37.5,C,37.5,celsius,8.7,millimeters,8.7,mm,0,0,0
SEN001,2026-05-05 11:24:36 UTC,37.9,°C,1.44,in,76.0,track3_weather_sensors.xlsx,6996,37.9,°C,37.9,celsius,1.44,in,36.57599999999999,inches,0,0,0
SEN006,2026-07-15 07:31:26 UTC,27.1,°C,,,81.0,track3_weather_sensors.xlsx,6997,27.1,°C,27.1,celsius,,,,missing_rain,0,0,0
SEN010,2026-05-21 08:06:13 UTC,27.7°C,,,,80.0,track3_weather_sensors.xlsx,6998,27.7°C,,27.7,embedded_celsius,,,,missing_rain,0,0,0
SEN033,2026-01-21 23:41:47 UTC,35.4,C,5.7,MM,70.0,track3_weather_sensors.xlsx,6999,35.4,C,35.4,celsius,5.7,MM,5.7,mm,0,0,0
SEN018,2026-05-25 09:46:39 IST,21.8,c,0.2,in,91.0,track3_weather_sensors.xlsx,7000,21.8,c,21.8,celsius,0.2,in,5.08,inches,0,0,0
SEN016,2026-06-15 10:03:10 IST,103.8,f,15.4,mm,,track3_weather_sensors.xlsx,7001,103.8,f,39.888888888888886,fahrenheit,15.4,mm,15.4,mm,0,0,1
SEN033,2026-07-08 15:56:20 UTC,26.6,°C,11.7,mm,45.0,track3_weather_sensors.xlsx,7002,26.6,°C,26.6,celsius,11.7,mm,11.7,mm,0,0,0
